APN,Acreage,Address,Assessed Value,Asset Category,City,Coordinates,County,Land Use Description,Listed Owners,Market Value,State,Tax Year,ZIP
03-1530-33-1-01-01-0000,640.0,,27759.0,Vacant Land,Custer,"[-107.7269585336, 46.2284026502]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27759.0,MT,2019,59024
44-1808-14-1-01-01-0000,640.0,,27742.0,Vacant Land,Harlowton,"[-109.671642714, 46.5412887963]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27742.0,MT,2019,59036
49-086.01-017-001-000,2.41,605 Ann St,13850.0,Vacant Land,Towanda,"[-76.4539725596, 41.7765367298]",Bradford County,Commercial Vacant Land,Church Of Jesus Christ LDS Tax Div,27710.0,PA,2019,18848
03-1432-07-4-01-01-0000,319.53,,27709.0,Vacant Land,,"[-107.893897849, 46.202769962]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27709.0,MT,2019,
34-24-28-0000-00-001,12.32,29899 State Road 520,662.0,Agricultural,Christmas,"[-80.9129653811, 28.3793320788]",Orange County,Pasture,Farmland Reserve Inc,27689.0,FL,2019,32709
03-1433-34-1-01-01-0000,641.8,,27680.0,Vacant Land,Custer,"[-107.7060930105, 46.1414894881]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27680.0,MT,2019,59024
14-1349-09-1-01-01-0000,640.0,,27679.0,Vacant Land,Miles City,"[-105.6392401499, 46.1161063756]",Custer County,Agricultural Land,Farmland Reserve Inc,27679.0,MT,2019,59301
44-1806-21-1-01-01-0000,640.0,,27655.0,Vacant Land,,"[-109.9667958093, 46.5266376894]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27655.0,MT,2019,
14-1161-06-1-01-01-0000,629.36,,27652.0,Vacant Land,,"[-105.4288000013, 45.9548031482]",Custer County,Agricultural Land,Farmland Reserve Inc,27652.0,MT,2019,
14-1452-32-1-01-01-0000,640.0,,27635.0,Vacant Land,Miles City,"[-105.6227775734, 46.1452210751]",Custer County,Agricultural Land,Farmland Reserve Inc,27635.0,MT,2019,59301
44-1607-29-1-01-01-0000,640.0,,27633.0,Vacant Land,Shawmut,"[-109.622801173, 46.3370952413]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27633.0,MT,2019,59078
14-1161-25-1-01-01-0000,640.0,,27605.0,Vacant Land,,"[-105.3254476888, 45.8970936565]",Custer County,Agricultural Land,Farmland Reserve Inc,27605.0,MT,2019,
R1287997,74.38,24000 County Road 60 1/2,8000.0,Agricultural,Greeley,"[-104.6041454873, 40.4332324196]",Weld County,Agricultural,Corporation of The Presiding Bishop,27593.0,CO,2019,80631
501-44-956,26.0215,12712 N Autoshow Ave,4137.0,Agricultural,Surprise,"[-112.4254717101, 33.5984760372]",Maricopa County,Field (All Soil Classes),Suburban Land Reserve Inc,27583.0,AZ,2019,85388
404-24-040,0.19,,4137.0,Special Purpose,Camp Verde,"[-111.8597174485, 34.5645154867]",Yavapai County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Church of Jesus Christ Latter Day Saints, Corporation Of The Presiding Bishop Of T",27582.0,AZ,2019,86322
14-1162-02-1-01-01-0000,641.4,,27537.0,Vacant Land,,"[-105.2185404586, 45.9540830445]",Custer County,Agricultural Land,Farmland Reserve Inc,27537.0,MT,2019,
07-043-0004,55.0,,4345.0,Public & Semi-Public,,"[-112.1428479804, 41.8486712221]",Box Elder County,Government/Public Use (General),Lds Cpb,27500.0,UT,2019,
070-13-710-021,0.41,241 W Thomas Ave,9625.0,Vacant Land,Overton,"[-114.4458510539, 36.5417094181]",Clark County,General Vacant Land,Church L D S Presiding Bishop,27500.0,NV,2019,89040
R6785655,293.31,,7980.0,Agricultural,,"[-104.5742405567, 40.2289421659]",Weld County,Agricultural,Corporation of The Presiding Bishop,27497.0,CO,2019,
27-37-16-55-00000.0-0003.00,0.3,1056 W Eau Gallie Blvd,27460.0,Vacant Land,Melbourne,"[-80.6362986202, 28.1291503593]",Brevard County,Residential Vacant Land,"Ch of Jesus Christ of Latter Da, Church of Jesus Christ of Latt, Church of Jesus Christ of Lttr",27460.0,FL,2019,32935
03-00-14-000-486-00,15.15,,9136.0,Agricultural,Cerro Gordo,"[-88.7433773477, 39.8926363421]",Piatt County,Farm,Farmland Reserve Inc,27408.0,IL,2019,61818
06-022-0085,7.21,,27400.0,Public & Semi-Public,Fielding,"[-112.1192583566, 41.8112340523]",Box Elder County,Government/Public Use (General),Cpb,27400.0,UT,2019,84311
14-1260-19-1-01-01-0000,569.64,,27399.0,Vacant Land,,"[-105.1771185241, 45.9980211132]",Custer County,Agricultural Land,Farmland Reserve Inc,27399.0,MT,2019,
086-231-03-000,26.697,,27377.0,Vacant Land,Boulder Creek,"[-122.2238757958, 37.1495225675]",Santa Cruz County,General Vacant Land,"Corp Pres Jc Of LDS Saratoga Ca Stake, Tax Adm Div 513-2983",27377.0,CA,2019,95006
40-89-25-24-100010,18.1,,27360.0,Agricultural,Webster City,"[-93.748317254, 42.5084889456]",Hamilton County,Agricultural,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc",27360.0,IA,2019,50595
570035263,316.83,,3280.0,Vacant Land,,"[-96.4059576214, 36.9871027172]",Osage County,Agricultural Land,Farmland Reserve Inc,27330.0,OK,2019,
40-89-25-24-100005,18.35,,27310.0,Agricultural,Webster City,"[-93.7484717731, 42.5126782091]",Hamilton County,Agricultural,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc",27310.0,IA,2019,50595
16-08-331-011-0000,0.15,1066 S 1000 E,27300.0,Public & Semi-Public,Salt Lake City,"[-111.8628541605, 40.7458589275]",Salt Lake County,Government/Public Use (General),Corp Of Pb Of Ch Jc Of LDS,27300.0,UT,2019,84105
054G04-001,0.52,Carrie Dr,10920.0,Special Purpose,Waycross,"[-82.3255518973, 31.2151676482]",Ware County,Religious,Church of Jesus Christ of LDS,27300.0,GA,2019,31501
07-002-0012,1.82,,,Vacant Land,Ogden,"[-111.9420297844, 41.1690029737]",Weber County,General Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",27300.0,UT,2019,84403
503-0-060-180,1.21,,27293.0,Agricultural,Moorpark,"[-118.9280633065, 34.2755415205]",Ventura County,Truck Crops,Farmland Reserve Inc,27293.0,CA,2019,93021
14-1059-33-1-01-01-0000,640.0,,27293.0,Vacant Land,Powderville,"[-105.3877872524, 45.7957181728]",Custer County,Agricultural Land,"Troy, Farmland Reserve Inc",27293.0,MT,2019,59345
40-89-25-24-100011,17.89,,27290.0,Agricultural,Webster City,"[-93.7460095257, 42.5093409334]",Hamilton County,Agricultural,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc",27290.0,IA,2019,50595
44-1607-04-1-01-01-0000,638.45,,27277.0,Vacant Land,Harlowton,"[-109.6018356372, 46.3960737005]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27277.0,MT,2019,59036
12-024-0015,1.09,,,Vacant Land,,"[-111.9640586513, 41.2585363112]",Weber County,Residential Vacant Land,Ogden 29Th Corp Of The Church Of Jesus Christ Of L D S,27250.0,UT,2019,
44-1606-13-1-01-01-0000,640.0,,27239.0,Vacant Land,Harlowton,"[-109.6641802284, 46.3667132992]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27239.0,MT,2019,59036
03-1531-25-1-01-01-0000,640.0,,27222.0,Vacant Land,Custer,"[-107.5391055473, 46.2429868757]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27222.0,MT,2019,59024
04-45-21-14-476-0330,3.62,3238 Brookshire Dr,27220.0,Vacant Land,Keokuk,"[-91.3987737469, 40.4229757052]",Lee County,Residential Vacant Land,Corporation of The Presiding Bishop,27220.0,IA,2019,52632
200-012-200-130-01,0.98,High St,13600.0,Vacant Land,Charlotte,"[-84.8421524545, 42.5760965805]",Eaton County,Residential Vacant Land,"Tax Division, Church Of Latter Day Saints",27200.0,MI,2019,48813
32-53798-00A-001-0100,0.104,200 W Northwest Hwy,27180.0,Vacant Land,Irving,"[-96.9427659121, 32.8813096347]",Dallas County,Commercial Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Property Reserve Inc",27180.0,TX,2019,75039
03-35-000-0001,74.85,,1154.0,Vacant Land,,"[-111.2431056881, 41.2168093005]",Rich County,Forest,Farmland Reserve Inc,27148.0,UT,2019,
183791,13.56,,759.0,Agricultural,,"[-113.6331952259, 37.5016040491]",Washington County,Agricultural,Lds Corp Of Pres Of Church,27120.0,UT,2019,
3099089026434,2.712,,9040.0,Special Purpose,,"[-108.5786006386, 32.9652902885]",Grant County,Religious,Church Of Jesus Christ Tax Adm Div,27120.0,NM,2019,
14-1350-29-1-01-01-0000,640.0,,27111.0,Vacant Land,,"[-105.5325166948, 46.0708167936]",Custer County,Agricultural Land,Farmland Reserve Inc,27111.0,MT,2019,
44-1607-19-1-01-01-0000,628.52,,27110.0,Vacant Land,Shawmut,"[-109.6434682233, 46.3518580155]",Wheatland County,Agricultural Land,Farmland Reserve Inc,27110.0,MT,2019,59078
4601-120-0-0006-003-005,0.83,Benton Ave,23300.0,Vacant Land,Monticello,"[-74.6847134445, 41.6472403674]",Sullivan County,Residential Vacant Land,"Corp. of Pres Bishop of LDS Chu, Corporation of The Presiding Bishop",27100.0,NY,2019,12701
03-1433-19-1-01-01-0000,640.0,,27096.0,Vacant Land,Custer,"[-107.7685551933, 46.1704476396]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27096.0,MT,2019,59024
14-1162-01-1-01-01-0000,640.84,,27085.0,Vacant Land,,"[-105.1969972251, 45.9539746059]",Custer County,Agricultural Land,Farmland Reserve Inc,27085.0,MT,2019,
14-1349-23-1-01-01-0000,640.0,,27082.0,Vacant Land,Miles City,"[-105.596885739, 46.0875720621]",Custer County,Agricultural Land,Farmland Reserve Inc,27082.0,MT,2019,59301
570035262,156.57,,3248.0,Vacant Land,,"[-96.3965853479, 36.9880605163]",Osage County,Agricultural Land,Farmland Reserve Inc,27067.0,OK,2019,
03-1433-08-1-01-01-0000,640.0,,27060.0,Vacant Land,Custer,"[-107.7477951289, 46.1993984876]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27060.0,MT,2019,59024
03-1435-06-1-01-01-0000,631.03,,27055.0,Vacant Land,Custer,"[-107.5183224902, 46.2139737756]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,27055.0,MT,2019,59024
07-24-400-007,20.04,,9018.0,Agricultural,Belvidere,"[-88.8296315027, 42.183321584]",Boone County,Farm,Farmland Reserve Inc,27054.0,IL,2019,61008
2024-011-038,0.3082,7032 Farralone Ave,27053.0,Special Purpose,Canoga Park,"[-118.6098531589, 34.1986416266]",Los Angeles County,Parking Lot,Church of Jesus Christ of LDS,27053.0,CA,2019,91303
17-05-11-400-001,40.0,,27041.0,Vacant Land,Rochelle,"[-89.0804690518, 41.8631664667]",Lee County,Agricultural Land,Farmland Reserve Inc,27041.0,IL,2019,61068
14-1456-24-1-01-01-0000,640.0,,27002.0,Vacant Land,Miles City,"[-105.0210748393, 46.1728415151]",Custer County,Agricultural Land,Farmland Reserve Inc,27002.0,MT,2019,59301
39-000-OF-0014-D0-00000,0.6055,Stricker Dr,27000.0,Public & Semi-Public,York Haven,"[-76.8444939402, 40.1247891546]",York County,Tax Exempt,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter-Day Sai",27000.0,PA,2019,17370
515034,3.0,,27000.0,Vacant Land,,"[-113.644674593, 37.108797799]",Washington County,Residential Vacant Land,Property Reserve Inc,27000.0,UT,2019,
14-202-00-01-003.00,58.73,Ne Shoal Creek Pkwy,3240.0,Vacant Land,Kansas City,"[-94.485256288, 39.26540405]",Clay County,Agricultural Land,Property Reserve Inc,27000.0,MO,2019,64157
10-9.2-31-02,252.0,,3235.0,Vacant Land,,"[-93.9813460649, 39.9633075134]",Daviess County,Agricultural Land,Church of Jesus Christ-Lds,26960.0,MO,2019,
195-21-0-00-00-001.00-0,341.8,2213 Ks Hwy 177,8085.0,Agricultural,Council Grove,"[-96.5285424122, 38.5550957936]",Morris County,Ranch,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Farmland Reserve Inc, Agreserves Inc",26950.0,KS,2019,66846
10-09-29-00-000-001.000,57.0,Daugherty Rd,3230.0,Vacant Land,Richmond,"[-93.950907, 39.291744]",Ray County,Agricultural Land,Farmland Reserve Inc,26950.0,MO,2019,64085
5677-17-1-00-001-00,171.81,,2560.0,Agricultural,,"[-106.15043, 44.828533]",Sheridan County,Pasture,Farmland Reserve Inc,26945.0,WY,2019,
R131892,2.814,,26915.0,Vacant Land,Flower Mound,"[-97.095832033, 33.241993853]",Denton County,Commercial Vacant Land,The Church Of Jesus Christ Tax Adm Div 532-5293,26915.0,TX,2019,75028
R418346,0.26,,,Special Purpose,Klamath Falls,"[-121.7624913035, 42.2250432004]",Klamath County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The",26900.0,OR,2019,97601
061-200-010-000,1.76,7300 Prospect Hill Dr,26881.0,Special Purpose,Georgetown,"[-120.834365, 38.902792]",El Dorado County,Religious,L D S Church Of Jesus Chr,26881.0,CA,2019,95634
2898-14-2-00-021.00,323.7,Sweetwater River Rd,2552.0,Agricultural,Lander,"[-108.4560355475, 42.366718031]",Fremont County,Agricultural,Farmland Reserve Inc A Ut Corp,26867.0,WY,2019,82520
18-0029-09-2-21-01-0000,1.032,,26812.0,Public & Semi-Public,Lima,"[-112.5932852703, 44.6358388963]",Beaverhead County,Tax Exempt,Lds Church,26812.0,MT,2019,59739
03-1432-05-1-01-01-0000,640.0,,26811.0,Vacant Land,,"[-107.8730777626, 46.2136659695]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,26811.0,MT,2019,
RP33N01E243152,30.0,,26800.0,Vacant Land,Nezperce,"[-116.2839908125, 46.189797064]",Lewis County,General Vacant Land,Farmland Reserve Inc,26800.0,ID,2019,83543
138-27-003-A,0.0355,443 S Apache Dr,4020.0,Vacant Land,Mesa,"[-111.8040008545, 33.4359512329]",Maricopa County,Commercial Vacant Land,Suburban Land Reserve Inc,26800.0,AZ,2019,85203
00-0020-7971,0.67,,1000.0,Public & Semi-Public,,"[-111.3339226045, 40.4664909762]",Wasatch County,Greenbelt,Suburban Land Reserve Inc,26800.0,UT,2019,
570035268,156.46,,3216.0,Vacant Land,Sand Springs,"[-96.4009071695, 36.9967732]",Osage County,Agricultural Land,Farmland Reserve Inc,26798.0,OK,2019,74063
26-4101-32-1-02-01-0000,80.0,,26788.0,Vacant Land,Conrad,"[-111.7654271732, 48.2325779391]",Pondera County,Agricultural Land,Farmland Reserve Inc,26788.0,MT,2019,59425
00003214-00,30.92,,26787.0,Vacant Land,,"[-111.9907601744, 42.1210012824]",Franklin County,Residential Vacant Land,Corporation of The Presiding Bishop,26787.0,ID,2019,
44-1708-15-1-01-01-0000,640.0,,26767.0,Vacant Land,Harlowton,"[-109.5809387906, 46.4540688773]",Wheatland County,Agricultural Land,Farmland Reserve Inc,26767.0,MT,2019,59036
08-025-001-40,68.14,,26750.0,Vacant Land,,"[-89.2552239037, 40.1566592762]",Logan County,Agricultural Land,Farmland Reserve Inc,26750.0,IL,2019,
10-4.0-19-01,68.3,,3209.0,Vacant Land,Jameson,"[-93.9694620388, 40.0020432824]",Daviess County,Agricultural Land,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",26740.0,MO,2019,64647
31-3487-19-3-10-02-0000,3.06,,26684.0,Vacant Land,Choteau,"[-112.1704719116, 47.8164506833]",Teton County,General Vacant Land,Church L D S,26684.0,MT,2019,59422
44-1809-05-1-01-01-0000,641.64,,26673.0,Vacant Land,,"[-109.608952482, 46.5703459113]",Wheatland County,Agricultural Land,Farmland Reserve Inc,26673.0,MT,2019,
14-1161-23-1-01-01-0000,640.0,,26668.0,Vacant Land,,"[-105.3459432169, 45.9114788166]",Custer County,Agricultural Land,Farmland Reserve Inc,26668.0,MT,2019,
1-0559-400-0000-000,88.83,,360.0,Vacant Land,,"[-119.2080380521, 45.939454598]",Benton County,Agricultural Land,Farmland Reserve Inc,26650.0,WA,2019,
00002747-00,34.6,,26646.0,Agricultural,,"[-111.9516823884, 42.0113304605]",Franklin County,Agricultural,Corporation of The Presiding Bishop,26646.0,ID,2019,
44-1708-03-2-01-01-0000,575.44,,26618.0,Vacant Land,Harlowton,"[-109.5823190778, 46.4820291824]",Wheatland County,Agricultural Land,Farmland Reserve Inc,26618.0,MT,2019,59036
21-06-104-022-0000,0.28,4251 S 4800 W,26600.0,Public & Semi-Public,Salt Lake City,"[-112.0023269584, 40.6783962614]",Salt Lake County,Government/Public Use (General),Corp Of Pb Of Ch Jc Of LDS,26600.0,UT,2019,84120
6.00E+15,0.5326,,26600.0,Vacant Land,Washington,"[-80.2423889001, 40.2066679485]",Washington County,Commercial Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of J C of Latter Day Sai",26600.0,PA,2019,15301
10-702-00-01-001.00,86.87,Ne 108Th St,3190.0,Vacant Land,Kansas City,"[-94.526337599, 39.293651046]",Clay County,Agricultural Land,Property Reserve Inc,26600.0,MO,2019,64156
03-1433-13-1-01-01-0000,648.48,,26598.0,Vacant Land,Custer,"[-107.6642978571, 46.1849916159]",Yellowstone County,Agricultural Land,Farmland Reserve Inc,26598.0,MT,2019,59024
501-1278-051,0.3702,Temple Way,26594.0,Special Purpose,Fremont,"[-121.9871157626, 37.5643764374]",Alameda County,Parking Lot,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",26594.0,CA,2019,94536
14-1349-03-1-01-01-0000,641.44,,26564.0,Vacant Land,Miles City,"[-105.6185432394, 46.1307963811]",Custer County,Agricultural Land,Farmland Reserve Inc,26564.0,MT,2019,59301
9013-20-301-002,16.15,,26520.0,Vacant Land,Cedar Falls,"[-92.4138694366, 42.5894417531]",Black Hawk County,Agricultural Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Alan Bott, Deseret Trust Co, Corporation Of The President Of The Church Of Jesus Christ Of Latter +, West Mountain Orchards",26520.0,IA,2019,50613
22-27-352-009-0000,0.07,1975 E Forest Bend Dr,26500.0,Public & Semi-Public,Salt Lake City,"[-111.8327532037, 40.6096120218]",Salt Lake County,Government/Public Use (General),Corp Of Pb Of Ch Jc Of LDS,26500.0,UT,2019,84121
14-1259-01-1-01-01-0000,640.0,,26489.0,Vacant Land,,"[-105.1965990483, 46.0385157774]",Custer County,Agricultural Land,Farmland Reserve Inc,26489.0,MT,2019,
14-20-100-005,20.0,,26470.0,Vacant Land,Callender,"[-94.254915467, 42.3370920134]",Webster County,Agricultural Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Deseret Industries, Alan Bott, Deseret Trust Co, Church Of Jesus Christ, Corporation Of The Pre-, Agreserves Inc, Siding Bishop Of The",26470.0,IA,2019,50523
05-169-0017,0.81,1402 S Main St,26463.0,Vacant Land,Garland,"[-112.162745838, 41.7260499159]",Box Elder County,Residential Vacant Land,Lds Cpb,26463.0,UT,2019,84312
149097,2.5,,26460.0,Vacant Land,,"[-119.3823214252, 45.7978952962]",Umatilla County,Industrial Vacant Land,Farmland Reserve Inc,26460.0,OR,2018,
44-1606-14-1-01-01-0000,600.0,,26458.0,Vacant Land,Harlowton,"[-109.6827113928, 46.3683426624]",Wheatland County,Agricultural Land,Farmland Reserve Inc,26458.0,MT,2019,59036
110868012,0.19,,26435.0,Public & Semi-Public,Moses Lake,"[-119.2632613077, 47.1135711553]",Grant County,Government/Public Use (General),"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",26435.0,WA,2019,98837
33-061-0004,56.0,,26400.0,Vacant Land,,"[-110.9780784234, 39.8169657809]",Utah County,General Vacant Land,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Brigham Young University, Gary W Hansen",26400.0,UT,2019,
14-1349-35-1-01-01-0000,640.0,,26398.0,Vacant Land,Miles City,"[-105.5961004374, 46.0587445186]",Custer County,Agricultural Land,Farmland Reserve Inc,26398.0,MT,2019,59301
